match_id,ElapsedTime,SetNo,P1GamesWon,P2GamesWon,SetWinner,GameNo,GameWinner,PointNumber,PointWinner,PointServer,Speed_KMH,Rally,P1Score,P2Score,P1Momentum,P2Momentum,P1PointsWon,P2PointsWon,P1Ace,P2Ace,P1Winner,P2Winner,P1DoubleFault,P2DoubleFault,P1UnfErr,P2UnfErr,P1NetPoint,P2NetPoint,P1NetPointWon,P2NetPointWon,P1BreakPoint,P2BreakPoint,P1BreakPointWon,P2BreakPointWon,P1FirstSrvIn,P2FirstSrvIn,P1FirstSrvWon,P2FirstSrvWon,P1SecondSrvIn,P2SecondSrvIn,P1SecondSrvWon,P2SecondSrvWon,P1ForcedError,P2ForcedError,History,Speed_MPH,P1BreakPointMissed,P2BreakPointMissed,ServeIndicator,Serve_Direction,Winner_FH,Winner_BH,ServingTo,P1TurningPoint,P2TurningPoint,ServeNumber,WinnerType,WinnerShotType,P1DistanceRun,P2DistanceRun,RallyCount,ServeWidth,ServeDepth,ReturnDepth
2023-wimbledon-2401,0:11:03,1,1,1,0,3,0,17,1,1,177,nan,40,0,13,9,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21030.0,110,0,0,1,nan,nan,nan,nan,nan,nan,1,0,0,7.05,8.356,5,C,NCTL,ND
2023-wimbledon-2401,0:11:32,1,2,1,0,3,1,18,1,1,160,nan,0,0,18,9,11,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12012.0,100,0,0,2,nan,nan,nan,nan,nan,nan,1,0,B,8.509,8.068,3,B,NCTL,ND
2023-wimbledon-2401,0:15:48,1,2,1,0,4,0,19,1,2,175,nan,15,0,21,9,12,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12010.0,109,0,0,2,nan,nan,nan,nan,nan,nan,1,0,B,15.92,14.97,4,C,NCTL,ND
2023-wimbledon-2401,0:16:24,1,2,1,0,4,0,20,1,2,162,nan,30,0,23,8,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22030.0,101,0,0,2,nan,nan,nan,nan,nan,nan,1,0,0,16.674,14.117,6,C,NCTL,ND
2023-wimbledon-2401,0:16:58,1,2,1,0,4,0,21,2,2,148,nan,30,15,22,10,13,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12030.0,92,0,0,2,nan,nan,nan,nan,nan,nan,1,0,0,15.364,8.696,3,BW,NCTL,ND
2023-wimbledon-2401,0:17:26,1,2,1,0,4,0,22,2,2,162,nan,30,30,21,12,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12030.0,101,0,0,2,nan,nan,nan,nan,nan,nan,1,0,0,8.182,9.977,1,W,CTL,ND
2023-wimbledon-2401,0:17:56,1,2,1,0,4,0,23,1,2,135,nan,40,30,22,10,14,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22020.0,84,0,0,2,nan,nan,nan,nan,nan,nan,2,0,0,14.083,11.332,4,BW,NCTL,ND
2023-wimbledon-2401,0:18:42,1,2,1,0,4,0,24,2,2,156,nan,40,40,21,12,14,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11030.0,97,1,0,2,nan,nan,nan,nan,nan,nan,1,0,0,2.7889999999999997,3.517,1,BC,CTL,D
2023-wimbledon-2401,0:19:06,1,2,1,0,4,0,25,2,2,162,nan,40,AD,19,13,14,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12020.0,101,0,0,2,nan,nan,nan,nan,nan,nan,1,0,0,11.282,10.092,3,C,NCTL,D
2023-wimbledon-2401,0:19:34,1,2,2,0,4,2,26,2,2,162,nan,0,0,18,17,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11032.0,101,0,0,1,nan,nan,nan,nan,nan,nan,1,0,0,52.418,45.367,15,C,NCTL,ND
2023-wimbledon-2401,0:20:37,1,2,2,0,5,0,27,1,1,177,nan,15,0,21,17,15,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11010.0,110,0,0,1,nan,nan,nan,nan,nan,nan,1,0,F,22.022,21.239,7,BC,NCTL,D
2023-wimbledon-2401,0:21:12,1,2,2,0,5,0,28,1,1,120,nan,30,0,24,17,16,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14000.0,75,0,0,1,nan,nan,nan,nan,nan,nan,2,S,0,1.494,2.075,1,W,NCTL,nan
2023-wimbledon-2401,0:21:56,1,2,2,0,5,0,29,1,1,119,nan,40,0,26,16,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21030.0,74,0,0,1,nan,nan,nan,nan,nan,nan,2,0,0,58.547,40.718,11,C,NCTL,D
2023-wimbledon-2401,0:22:57,1,3,2,0,5,1,30,1,1,165,nan,0,0,31,16,18,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12012.0,103,0,0,2,nan,nan,nan,nan,nan,nan,1,0,B,6.855,7.455,3,B,NCTL,ND
2023-wimbledon-2401,0:25:00,1,3,2,0,6,0,31,1,2,173,nan,15,0,32,14,19,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22020.0,108,0,0,2,nan,nan,nan,nan,nan,nan,1,0,0,8.142000000000001,5.843,2,C,NCTL,ND
2023-wimbledon-2401,0:25:29,1,3,2,0,6,0,32,2,2,167,nan,15,15,31,16,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11030.0,104,0,0,2,nan,nan,nan,nan,nan,nan,1,0,0,5.857,5.5120000000000005,1,C,CTL,ND
2023-wimbledon-2401,0:25:55,1,3,2,0,6,0,33,2,2,141,nan,15,30,30,18,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12030.0,88,0,0,2,nan,nan,nan,nan,nan,nan,2,0,0,10.947000000000001,8.354,3,BW,NCTL,ND
2023-wimbledon-2401,0:26:36,1,3,2,0,6,0,34,1,2,125,nan,30,30,32,17,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21030.0,78,0,0,2,nan,nan,nan,nan,nan,nan,2,0,0,6.999,7.067,2,B,NCTL,D
2023-wimbledon-2401,0:27:21,1,3,2,0,6,0,35,2,2,175,nan,30,40,31,19,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12030.0,109,0,0,2,nan,nan,nan,nan,nan,nan,1,0,0,8.542,6.465,1,C,NCTL,D
2023-wimbledon-2401,0:27:46,1,3,3,0,6,2,36,2,2,133,nan,0,0,30,23,20,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12032.0,83,0,0,1,nan,nan,nan,nan,nan,nan,2,0,0,22.564,28.705,5,BW,NCTL,ND
2023-wimbledon-2401,0:28:49,1,3,3,0,7,0,37,1,1,148,nan,15,0,32,22,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21030.0,92,0,0,1,nan,nan,nan,nan,nan,nan,1,0,0,12.762,13.165,3,B,CTL,ND
2023-wimbledon-2401,0:29:23,1,3,3,0,7,0,38,1,1,180,nan,30,0,34,21,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22030.0,112,0,0,1,nan,nan,nan,nan,nan,nan,1,0,0,6.691,7.06,1,W,CTL,ND
2023-wimbledon-2401,0:29:49,1,3,3,0,7,0,39,1,1,159,nan,40,0,36,20,23,16,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22030.0,99,0,0,1,nan,nan,nan,nan,nan,nan,1,0,0,8.432,9.397,3,BC,CTL,ND
2023-wimbledon-2401,0:30:20,1,4,3,0,7,1,40,1,1,165,nan,0,0,40,19,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21032.0,103,0,0,2,nan,nan,nan,nan,nan,nan,1,0,0,4.621,5.169,1,C,NCTL,D
2023-wimbledon-2401,0:32:18,1,4,3,0,8,0,41,1,2,0,nan,15,0,41,15,25,16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25000.0,0,0,0,2,nan,nan,nan,nan,nan,nan,0,0,0,2.6639999999999997,3.071,0,B,CTL,ND
2023-wimbledon-2401,0:32:57,1,4,3,0,8,0,42,2,2,138,nan,15,15,40,17,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12030.0,86,0,0,2,nan,nan,nan,nan,nan,nan,2,0,0,7.117999999999999,6.739,1,W,CTL,D
2023-wimbledon-2401,0:33:35,1,4,3,0,8,0,43,2,2,159,nan,15,30,39,19,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12030.0,99,0,0,2,nan,nan,nan,nan,nan,nan,1,0,0,18.692,7.9510000000000005,3,B,NCTL,D
2023-wimbledon-2401,0:34:04,1,4,3,0,8,0,44,2,2,165,nan,15,40,38,21,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11030.0,103,0,0,2,nan,nan,nan,nan,nan,nan,1,0,0,4.6339999999999995,2.747,1,C,NCTL,nan
2023-wimbledon-2401,0:34:29,1,4,4,0,8,2,45,2,2,162,nan,0,0,38,26,25,20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22012.0,101,0,0,1,nan,nan,nan,nan,nan,nan,1,0,B,61.338,33.782,9,B,NCTL,ND
2023-wimbledon-2401,0:35:31,1,4,4,0,9,0,46,1,1,127,nan,15,0,39,24,26,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22020.0,79,0,0,1,nan,nan,nan,nan,nan,nan,2,0,0,15.668,8.264,1,BC,NCTL,D
2023-wimbledon-2401,0:36:15,1,4,4,0,9,0,47,1,1,160,nan,30,0,43,24,27,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13000.0,100,0,0,1,nan,nan,nan,nan,nan,nan,1,0,0,1.265,1.341,1,C,NCTL,nan
2023-wimbledon-2401,0:36:40,1,4,4,0,9,0,48,2,1,143,nan,30,15,43,27,27,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22410.0,89,0,0,1,nan,nan,nan,nan,nan,nan,1,0,B,17.317,16.492,4,W,NCTL,ND
2023-wimbledon-2401,0:37:15,1,4,4,0,9,0,49,2,1,123,nan,30,30,43,30,27,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22010.0,77,0,0,1,nan,nan,nan,nan,nan,nan,2,0,B,3.323,5.008,2,W,CTL,D
2023-wimbledon-2401,0:38:07,1,4,4,0,9,0,50,1,1,185,nan,40,30,45,29,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22030.0,115,0,0,1,nan,nan,nan,nan,nan,nan,1,0,0,2.289,2.528,1,B,NCTL,nan
2023-wimbledon-2401,0:38:33,1,5,4,0,9,1,51,1,1,143,nan,0,0,48,27,29,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22022.0,89,0,0,2,nan,nan,nan,nan,nan,nan,1,0,0,17.659000000000002,16.112000000000002,5,B,NCTL,ND
2023-wimbledon-2401,0:40:48,1,5,4,0,10,0,52,2,2,136,nan,0,15,48,30,29,23,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21410.0,85,0,0,2,nan,nan,nan,nan,nan,nan,2,0,F,37.032,32.936,5,C,NCTL,ND
2023-wimbledon-2401,0:41:42,1,5,4,0,10,0,53,1,2,165,nan,15,15,50,29,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22030.0,103,0,0,2,nan,nan,nan,nan,nan,nan,1,0,0,8.468,7.704,2,C,NCTL,ND
2023-wimbledon-2401,0:42:11,1,5,4,0,10,0,54,1,2,0,nan,30,15,51,25,31,23,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25000.0,0,0,0,2,nan,nan,nan,nan,nan,nan,0,0,0,0.782,1.426,0,BW,CTL,nan
2023-wimbledon-2401,0:42:55,1,5,4,0,10,0,55,1,2,173,nan,40,15,54,25,32,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11510.0,108,0,0,2,nan,nan,nan,nan,nan,nan,1,0,F,37.26,42.277,8,BW,NCTL,D
2023-wimbledon-2401,0:43:40,1,5,4,0,10,0,56,2,2,149,nan,40,30,53,27,32,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12030.0,93,1,0,2,nan,nan,nan,nan,nan,nan,2,0,0,6.3839999999999995,6.8389999999999995,1,C,NCTL,ND
2023-wimbledon-2401,0:44:28,1,5,4,0,10,0,57,2,2,149,nan,40,40,53,30,32,25,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22010.0,93,1,0,2,nan,nan,nan,nan,nan,nan,2,0,B,60.732,59.958999999999996,17,BC,NCTL,D
2023-wimbledon-2401,0:45:47,1,5,4,0,10,0,58,2,2,151,nan,40,AD,52,32,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11030.0,94,0,0,2,nan,nan,nan,nan,nan,nan,1,0,0,4.814,5.494,1,BW,NCTL,D
2023-wimbledon-2401,0:46:13,1,5,4,0,10,0,59,1,2,164,nan,40,40,54,31,33,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22030.0,102,0,0,2,nan,nan,nan,nan,nan,nan,1,0,0,6.452000000000001,7.002000000000001,2,BW,NCTL,D
2023-wimbledon-2401,0:46:42,1,5,4,0,10,0,60,2,2,131,nan,40,AD,52,32,33,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12020.0,82,0,0,2,nan,nan,nan,nan,nan,nan,2,0,0,24.318,26.47,7,B,NCTL,D
2023-wimbledon-2401,0:47:36,1,5,5,0,10,2,61,2,2,172,nan,0,0,52,37,33,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22012.0,107,0,0,1,nan,nan,nan,nan,nan,nan,1,0,B,15.875,14.302999999999999,5,C,NCTL,D
2023-wimbledon-2401,0:48:23,1,5,5,0,11,0,62,1,1,127,nan,15,0,53,35,34,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22020.0,79,0,0,1,nan,nan,nan,nan,nan,nan,2,0,0,4.31,4.6339999999999995,1,BC,NCTL,D
2023-wimbledon-2401,0:49:22,1,5,5,0,11,0,63,1,1,133,nan,30,0,54,33,35,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22020.0,83,0,0,1,nan,nan,nan,nan,nan,nan,2,0,0,11.949000000000002,11.793,3,BC,NCTL,D
2023-wimbledon-2401,0:50:13,1,5,5,0,11,0,64,1,1,144,nan,40,0,56,32,36,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21030.0,90,0,0,1,nan,nan,nan,nan,nan,nan,1,0,0,4.019,5.334,1,W,CTL,D
2023-wimbledon-2401,0:50:37,1,5,5,0,11,0,65,2,1,144,nan,40,15,56,35,36,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22010.0,90,0,0,1,nan,nan,nan,nan,nan,nan,2,0,B,9.183,10.125,4,B,NCTL,ND
2023-wimbledon-2401,0:51:27,1,6,5,0,11,1,66,1,1,157,nan,0,0,60,34,37,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21032.0,98,0,0,2,nan,nan,nan,nan,nan,nan,1,0,0,5.672999999999999,8.389,1,BW,NCTL,ND
2023-wimbledon-2401,0:53:31,1,6,5,0,12,0,67,2,2,151,nan,0,15,60,38,37,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23000.0,94,0,0,2,nan,nan,nan,nan,nan,nan,1,0,0,2.358,3.179,1,W,CTL,nan
2023-wimbledon-2401,0:53:53,1,6,5,0,12,0,68,1,2,0,nan,15,15,61,34,38,30,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25000.0,0,0,0,2,nan,nan,nan,nan,nan,nan,0,0,0,2.687,4.1080000000000005,0,BW,CTL,ND
2023-wimbledon-2401,0:54:41,1,6,5,0,12,0,69,2,2,172,nan,15,30,61,38,38,31,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23000.0,107,0,0,2,nan,nan,nan,nan,nan,nan,1,0,0,0.742,1.452,1,C,NCTL,nan
2023-wimbledon-2401,0:55:06,1,6,5,0,12,0,70,1,2,125,nan,30,30,63,37,39,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21030.0,78,0,0,2,nan,nan,nan,nan,nan,nan,2,0,0,14.158,16.347,4,B,NCTL,ND
2023-wimbledon-2401,0:55:57,1,6,5,0,12,0,71,2,2,149,nan,30,40,63,40,39,32,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21410.0,93,0,0,2,nan,nan,nan,nan,nan,nan,1,0,F,65.859,35.725,11,BW,NCTL,D
2023-wimbledon-2401,0:56:44,1,6,6,0,12,2,72,2,2,130,nan,0,0,61,43,39,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11022.0,81,0,0,1,nan,nan,nan,nan,nan,nan,2,0,0,11.377,12.665999999999999,3,BW,NCTL,ND
