Feature,Gain Importance
x1,7878.832858873531
x2,251.3961769733578
x3,124.33443299680948
x4,1362.4567668568343
x5,266.90101869404316
x6,378.0355535596609
x7,169.51529989764094
x8,447.85669802874327
x9,820.3108614590019
x10,617.7264378406107
x11,4688.784359170124
x12,1251.5077179409564
x13,758.8835643716156
x14,1493.891862085089
x15,241.9423190355301
x16,135.26959640160203
x17,723.8577950689942
x18,1522.8515545297414
x19,9082.956668963656
